CASE_NO,APPLICATION_TYPE,DECISION_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,BASIC_HOURS_PER_WEEK,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,ALIEN_WORK_STATE
"C-07003-03964","H-2A","01/17/07 10:25:00","Certified - Full","2/16/2007","11/16/2007","HIGH POINT LEASING","2107 THOMASVILLE",,"POCAHONTAS","AR","72455","ELAINE FLAMING","FARMWORKER, DIVERSIFIED CROPS II",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06362-03946","H-2A","01/10/07 15:46:00","Certified - Full","2/11/2007","12/1/2007","HOLLAND BOTTOM FARM","1986 PICKTHORNE ROAD",,"CABOT","AR","72023",,"FARMWORKER, DIVERSIFIED CROPS II",2.4000000000000000e+01,2.4000000000000000e+01,4.2000000000000000e+01,7.5800,"hr","AR"
"C-06355-03876","H-2A","01/12/07 14:07:00","Certified - Full","2/15/2007","12/15/2007","CEM PARTNERSHIP","5076 HWY 131",,"BRICKEYS","AR","72320","ELAINE FLAMING","FARMWORKER, DIVERSIFIED CROPS I",5.0000000000000000e+00,5.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06345-03689","H-2A","12/27/06 15:41:00","Certified - Full","1/25/2007","11/15/2007","BAXTER LAND COMPANY","2710 HIGHWAY 1 NORTH",,"WATSON","AR","71674","MELISSA MCJUNKIS DUKE","FISH HATCHERY WORKER",1.0000000000000000e+01,1.0000000000000000e+01,5.5000000000000000e+01,7.5800,"hr","AR"
"C-06310-03272","H-2A","12/11/06 14:22:00","Certified - Full","1/11/2007","11/21/2007","NEW GASCONY FARMING CO.","1618 MORGAN RD.",,"ALTHIEMER","AR","72004",,"FARMWORKER, DIVERSIFIED CROPS II",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06310-03272","H-2A","12/11/06 14:22:00","Certified - Full","1/11/2007","11/21/2007","F.G. SMART FARMING","1618 MORGAN RD.",,"ALTHIEMER","AR","72004",,"FARMWORKER, DIVERSIFIED CROPS II",5.0000000000000000e+00,5.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06310-03272","H-2A","12/11/06 14:22:00","Certified - Full","1/11/2007","11/21/2007","LAKE DICK FARMING","1618 MORGAN RD.",,"ALTHIEMER","AR","72004",,"FARMWORKER, DIVERSIFIED CROPS II",5.0000000000000000e+00,5.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06310-03272","H-2A","12/11/06 14:22:00","Certified - Full","1/11/2007","11/21/2007","CASTOR RICE CO.","1618 MORGAN RD.",,"ALTHIEMER","AR","72004",,"FARMWORKER, DIVERSIFIED CROPS II",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06310-03272","H-2A","12/11/06 14:22:00","Certified - Full","1/11/2007","11/21/2007","CORNERSTONE FARM","1618 MORGAN RD.",,"ALTHIEMER","AR","72004",,"FARMWORKER, DIVERSIFIED CROPS II",4.0000000000000000e+00,4.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06310-03272","H-2A","12/11/06 14:22:00","Certified - Full","1/11/2007","11/21/2007","MADDING ASSOCIATION","1618 MORGAN ROAD",,"ALTHEIMER","AR","72004","GINNY MUILENBURG","FARMWORKER, DIVERSIFIED CROPS II",2.2000000000000000e+01,2.2000000000000000e+01,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06321-03414","H-2A","12/15/06 10:18:00","Certified - Full","1/15/2007","11/15/2007","JSR & COMPANY","11656 HWY 49 (PO BOX 21)",,"POPLAR GROVE","AR","72374","ELAINE FLAMING","FARMWORKER, DIVERSIFIED CROPS I",3.0000000000000000e+01,3.0000000000000000e+01,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06318-03348","H-2A","12/04/06 14:01:00","Certified - Full","1/1/2007","11/1/2007","SOUDAN FARMING COMPANY","160 LEE 316",,"MARIANNA","AR","72360","ELAINE FLAMING","FARMWORKER, DIVERSIFIED CROPS I",7.0000000000000000e+00,7.0000000000000000e+00,4.8000000000000000e+01,7.5800,"hr","AR"
"C-06311-03274","H-2A","12/01/06 09:24:00","Certified - Full","1/1/2007","7/31/2007","TRIPLE M FARMS OF ASHLEY COUNTY, L.L.C.","2383 HIGHWAY 189 NORTH",,"HAMBURG","AR","71646","AGWORKS, INC.","FARMWORKER DIVERSIFIED CROPS I",2.0000000000000000e+01,2.0000000000000000e+01,3.6000000000000000e+01,7.5800,"hr","AR"
"C-06311-03280","H-2A","12/01/06 09:25:00","Certified - Full","1/1/2007","9/15/2007","TRIPLE M FARMS OF ASHLEY COUNTY, L.L.C.","2383 HIGHWAY 189 NORTH",,"HAMBURG","AR","71646","AGWORKS, INC.","FARMWORKER DIVERSIFIED CROPS I",2.0000000000000000e+01,2.0000000000000000e+01,3.6000000000000000e+01,7.5800,"hr","AR"
"C-06255-02953","H-2A","10/31/06 13:15:00","Certified - Full","12/1/2006","9/30/2007","BONNIE PLANT FARM","290 VESTAL ROAD",,"LONOKE","AR","72086",,"HORTICULTURAL WORKER II",2.5000000000000000e+01,2.5000000000000000e+01,4.0000000000000000e+01,7.5800,"hr","AR"
"C-07183-05883","H-2A","07/16/07 16:16:00","Certified - Full","8/15/2007","10/15/2007","PISTACHIO CORPORATION OF ARIZONA, INC.","3865 N. BUSINIESS CENTER DR.","SUITE 115","TUCSON","AZ","85705","JEANNE MALITZ","FARMWORKER FIELD CROP II",1.8000000000000000e+01,1.8000000000000000e+01,4.0000000000000000e+01,8.2700,"hr","AZ"
"C-07193-05934","H-2A","08/03/07 15:19:00","Certified - Full","9/1/2007","7/1/2008","JDD FARMS","7487 W. WILLIAMS RD",,"WILLCOX","AZ","85643","ELAINE FLAMING","FARMWORKER, GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07187-05899","H-2A","07/20/07 16:32:00","Certified - Full","8/20/2007","1/31/2008","PISTACHIO CORPORATION OF ARIZONA, INC","3865 N. BUSINESS CENTER DR.","SUITE 115","TUCSON","AZ","85705","JEANNE M. MALITZ, ESQ","FARMWORKER FIELD CROP I",1.4000000000000000e+01,1.4000000000000000e+01,4.0000000000000000e+01,8.2700,"hr","AZ"
"C-06275-03026","H-2A","11/22/06 12:35:00","Certified - Full","12/15/2006","4/15/2007","R.C. PACKING LLC","26769 EL CAMINO REAL NORTH",,"GONZALES","CA","93926","JEPTHA  EVANS","FARMWORKER VEGETABLE II",9.4000000000000000e+01,9.4000000000000000e+01,4.5000000000000000e+01,8.0000,"hr","AZ"
"C-06271-03019","H-2A","10/31/06 09:16:00","Certified - Full","11/30/2006","4/15/2007","A. OSEGUERA COMPANY, INC.","1099 ROGGE RD.",,"SALINAS","CA","93906","LABOR CONSULTANTS INTERNATIONAL/ GINNY MULLENBURG","FARMWORKER, VEGETABLE II",1.7300000000000000e+02,1.7300000000000000e+02,4.0000000000000000e+01,8.0000,"hr","AZ"
"C-06278-03061","H-2A","11/01/06 11:36:00","Denied","11/17/2006","4/10/2007","B.C. HARVESTING, INC.","21 WEST LAUREL DRIVE # 73",,"SALINAS","CA","93906","DANIEL ROEMER","FARMWORKER VEGETABLE II",2.0000000000000000e+02,,4.0000000000000000e+01,8.0000,"hr","AZ"
"C-07214-06040","H-2A","09/04/07 16:40:00","Certified - Full","9/20/2007","11/30/2007","S&H FARM LABOR LLC","1020 NAVAJO AVE",,"PARKER","AZ","85344","JAMES ALCALA, ESQ","HARVEST WORKER FRUIT",2.5000000000000000e+02,2.5000000000000000e+02,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07190-05908","H-2A","08/23/07 15:52:00","Certified - Full","9/25/2007","11/15/2007","TEAM PACKING INC","353  W. SECOND ST",,"CALEXICO","CA","92231","ERNESTO DE LA TORRE","HARVEST WORKER, FRUIT",2.5000000000000000e+02,2.5000000000000000e+02,5.0000000000000000e+01,8.2700,"hr","AZ"
"C-07170-05834","H-2A","07/31/07 12:31:00","Denied","8/20/2007","11/30/2007","S&H FARM LABOR LLC","1020 NAVAJO AVE",,"PARKER","AZ","85344","ALCALA LAW FIRM, JAMES ALCALA","HARVEST WORKER, FRUIT",2.5000000000000000e+02,,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07073-05187","H-2A","04/18/07 14:50:00","Certified - Full","5/1/2007","7/30/2007","S&H FARM LABOR, LLC","1020 NAVAJO AVENUE",,"PARKER","AZ","85344","ALCALA LAW FIRM, JAMES ALCALA","FARMWORKER, FRUIT II",2.5000000000000000e+02,2.5000000000000000e+02,5.6000000000000000e+01,8.2700,"hr","AZ"
"C-07067-05119","H-2A","04/02/07 13:23:00","Certified - Full","4/27/2007","8/17/2007","JOSE G PENA VELAZCO","1361 W TULIP PLACE",,"CASA GRANDE","AZ","85222","FERNANDO SAUCEDO","FARMWORKER FIELD CROP II",1.5000000000000000e+01,1.5000000000000000e+01,4.0000000000000000e+01,8.2700,"hr","AZ"
"C-07072-05174","H-2A","04/25/07 16:07:00","Certified - Full","5/25/2007","10/30/2007","LBJ FARMS","PO BOX 129",,"PICACHO","AZ","85241","DAVID DONALDSON (USAMEX LTD CO.)","FARMWORKER DIVERSIFIED CROP I",3.9000000000000000e+01,3.9000000000000000e+01,4.0000000000000000e+01,8.2700,"hr","AZ"
"C-07141-05672","H-2A","06/13/07 11:57:00","Certified - Full","7/5/2007","11/30/2007","Y AND Y FARMS LLC","PO BOX 1444",,"COOLIDGE","AZ","85228","DAVID DONALDSON (USAMEX LTD CO.)","FARMWORKER, GRAIN I",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.2700,"hr","AZ"
"C-07044-04781","H-2A","04/18/07 16:18:00","Certified - Full","5/21/2007","10/31/2007","SP GROWERS LLC.","2547 N FRANZ LANE",,"CASA GRANDE","AZ","85222",,"HARVEST WORKER, FRUIT",1.2000000000000000e+01,1.2000000000000000e+01,4.8000000000000000e+01,8.3000,"hr","AZ"
"C-06360-03922","H-2A","02/12/07 11:06:00","Certified - Full","3/15/2007","1/15/2008","DEMARAY HARVESTING & TRUCKING, LLC","6697 SOUTH BANNING STREET",,"GILBERT","AZ","85297",,"FARMWORKER, GRAIN (AG) 1",2.3000000000000000e+01,2.3000000000000000e+01,5.6000000000000000e+01,8.0000,"hr","AZ"
"C-07190-05910","H-2A","07/31/07 14:41:00","Certified - Full","8/23/2007","5/30/2008","WHITFILL NURSERY","2647 E. SOUTHERN AVE",,"PHOENIX","AZ","85040","MARSHALL G. WHITEHEAD","HORTICULTURE WORKER II",2.9000000000000000e+01,2.9000000000000000e+01,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07131-05613","H-2A","07/17/07 16:20:00","Certified - Full","8/1/2007","9/30/2007","CHERYL ROMANOSKI","1840 E. WINSETT ST.",,"TUCSON","AZ","85719",,"FARMWORKER FRUIT II",3.0000000000000000e+00,3.0000000000000000e+00,3.0000000000000000e+01,8.2700,"hr","AZ"
"C-07053-04933","H-2A","04/04/07 16:01:00","Certified - Full","5/4/2007","2/15/2008","CRANE HARVESTING","PO BOX 397",,"BUCKEYE","AZ","85326","JEF INTERNATIONAL, INC. - DENNIS R. SUTTON","FARMWORKER, GRAIN I",1.4000000000000000e+01,1.4000000000000000e+01,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07067-05123","H-2A","04/16/07 14:15:00","Certified - Full","5/4/2007","1/31/2008","PARADISE VALLEY FARMS","10175 N FORT FRANT RD",,"WILLCOX","AZ","85643",,"FARM MACHINE OPERATOR",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,8.2700,"hr","AZ"
"C-07044-04823","H-2A","03/07/07 14:28:00","Certified - Full","4/1/2007","2/1/2008","SUNSHINE HAY FARMS","899 W. ERIE ST.",,"CHANDLER","AZ","85225","ELAINE FLAMING, AGRI PLACEMENTS INT'L","FARMWORKER, GRAIN I",6.0000000000000000e+00,6.0000000000000000e+00,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07052-04923","H-2A","03/16/07 15:26:00","Certified - Full","4/15/2007","12/31/2007","ARLEDGE HAY COMPANY","16333 E. PECOS RD.",,"GILBERT","AZ","85297","ELAINE FLAMING","FARMWORKER, GRAIN  I",1.0000000000000000e+01,1.0000000000000000e+01,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-07038-04697","H-2A","03/13/07 14:52:00","Certified - Full","4/10/2007","11/30/2007","TYLER HARVESTING","224 E 4TH PO BOX 606",,"CARNEGIE","OK","73015","JEF INTERNATIONAL, INC. - DENNIS R. SUTTON","FARMWORKER, GRAIN I",6.0000000000000000e+00,6.0000000000000000e+00,4.8000000000000000e+01,8.2700,"hr","AZ"
"C-06321-03412","H-2A","01/30/07 13:47:00","Certified - Full","3/1/2007","11/20/2007","SEBASTIAO FARIA FARMS","9252 S. KANSAS SETTLEMENT ROAD",,"WILLCOX","AZ","85643","ELAINE FLAMING","FARM MACHINE OPERATOR",1.6000000000000000e+01,1.6000000000000000e+01,4.8000000000000000e+01,8.0000,"hr","AZ"
"C-06207-02760","H-2A","10/17/06 16:48:00","Certified - Partial","11/15/2006","3/31/2007","BUD OF CALIFORNIA","369 SOUTH SANBORN ROAD",,"SALINAS","CA","93902","JEPTHA EVANS","HARVEST WORKER, VEGETABLE",2.8500000000000000e+02,2.7800000000000000e+02,4.4000000000000000e+01,8.0000,"hr","AZ"
"C-06268-03004","H-2A","10/31/06 16:52:00","Certified - Full","11/20/2006","3/21/2007","VALLEY PRIDE, INC.","10855 OCEAN MIST PARKWAY, SUITE D",,"CASTROVILLE","CA","95012","JEANNE M. MALITZ","FARMWORKER, VEGETABLE II",6.0000000000000000e+01,6.0000000000000000e+01,4.2000000000000000e+01,8.2500,"hr","AZ"
"C-07094-05378","H-2A","08/10/07 11:17:00","Certified - Full","9/1/2007","12/31/2007","ABC TREE FARMS, LLC","PMB 367 25 NW 23RD PLACE, SUITE 6",,"PORTLAND","OR","97210",,"FARMWORKER VEGETABLE II",5.0000000000000000e+00,5.0000000000000000e+00,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07162-05777","H-2A","06/29/07 11:03:00","Certified - Full","8/1/2007","7/31/2008","TERRY ADAMS/T & V LIVESTOCK","22040 CHASE AVENUE",,"CORNING","CA","96021","MOUNTAIN PLAINS AGRICULTURAL SERVICE","GOAT HERDER",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,1350.0000,"mth","CA"
"C-06347-03753","H-2A","01/05/07 10:00:00","Certified - Full","2/1/2007","11/30/2007","SUNRISE ORCHARDS","PO BOX 1107",,"WHEATLAND","CA","95692-1107",,"FIELD WORKER FRUIT",2.0000000000000000e+01,2.0000000000000000e+01,4.0000000000000000e+01,9.0000,"hr","CA"
"C-07068-05139","H-2A","03/27/07 15:23:00","Certified - Full","4/26/2007","12/15/2007","FORT ROSS VINEYARD & WINERY LLC","ADMINISTRATIVE OFFICE","550 INDIANA STREET","SAN FRANCISCO","CA","94107",,"HORTICULTURAL WORKER I",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,9.5000,"hr","CA"
"C-06331-03481","H-2A","12/15/06 16:24:00","Certified - Full","1/15/2007","10/15/2007","FORT ROSS VINEYARD & WINERY LLC","ADMINISTRATIVE OFFICE","550 INDIANA STREET","SAN FRANCISCO","CA","94107",,"VINEYARD WORKER",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,9.0000,"hr","CA"
"C-07024-04488","H-2A","05/07/07 17:47:00","Denied","3/15/2007","10/15/2007","SEGHESIO FARMS INC","14730 GROVE STREET",,"HEALDSBURG","CA","95448",,"VINEYARD WORKER",2.0000000000000000e+01,,4.0000000000000000e+01,9.5000,"hr","CA"
"C-06277-03043","H-2A","10/20/06 11:40:00","Certified - Full","11/20/2006","5/15/2007","BRANT APIARIES","12924 ORANGE BLOSSOM ROAD",,"OAKDALE","CA","95361","TINA ANDREW","BEEKEEPER",4.0000000000000000e+00,4.0000000000000000e+00,4.0000000000000000e+01,10.5000,"hr","CA"
"C-07030-04590","H-2A","03/19/07 14:53:00","Certified - Full","3/25/2007","10/21/2007","KATHLEEN ANNE MAHONEY FARMING COMPANY","1134 DEALY LANE",,"NAPA","CA","94559-9706",,"FARMWORKER, FRUIT I",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,9.5000,"hr","CA"
"C-07219-06060","H-2A","09/10/07 12:19:00","Denied","9/28/2007","7/30/2008","DEEP STAR FARM LABOR CONTRACTOR","3804 N. BRIX AVE.",,"FRESNO","CA","93722","PEOPLE'S RESOURCES INTERNATIONAL SERVICES","FARMWORKER, FRUIT II",2.6000000000000000e+01,,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07171-05845","H-2A","08/28/07 11:05:00","Certified - Full","9/27/2007","6/30/2008","EL GRAN SOL LABOR SERVICE","799 E. MANNING AVE",,"REEDLEY","CA","93654","LILIA F. TABAFUNDA/GILBERT LAWRENCE","FARMWORKER, FRUIT II",3.3000000000000000e+01,3.3000000000000000e+01,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07128-05591","H-2A","05/25/07 12:06:00","Denied","6/26/2007","11/30/2007","EL GRAN SOL LABOR SERVICE","799 E. MANNING AVE",,"REEDLEY","CA","93654",,"FARM WORKERS DIVERSIFIED CROP II",4.0000000000000000e+01,,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07030-04573","H-2A","02/21/07 17:09:00","Certified - Partial","3/15/2007","1/31/2008","EWING FARM LABOR SERVICE","1630 E. MANNING AVE. #311",,"REEDLEY","CA","93654","LILIA F. TABAFUNDA/GILBERT LAWRENCE","FARMWORKER DIVERSIFIED CROP II",2.8000000000000000e+01,2.6000000000000000e+01,4.0000000000000000e+01,9.0000,"hr","CA"
"C-06328-03475","H-2A","02/06/07 11:54:00","Denied","1/15/2007","10/15/2007","AS FARM LABOR SERVICES","41641 PACIFICA CT",,"OROSI","CA","93647","LILIA F. TABAFUNDA/GILBERT LAWRENCE","FARMWORKER, FRUIT II",2.0000000000000000e+01,,4.0000000000000000e+01,9.0000,"hr","CA"
"C-06304-03238","H-2A","12/05/06 12:08:00","Denied","12/27/2006","10/26/2007","AS FARM LABOR SERVICES","41641 PACIFICA CT",,"OROSI","CA","93647","LILIA F. TABAFUNDA/GILBERT LAWRENCE","FARWORKERS, FRUIT II",2.0000000000000000e+01,,4.0000000000000000e+01,9.0000,"hr","CA"
"C-07228-06089","H-2A","08/31/07 12:15:00","Certified - Full","10/1/2007","6/10/2008","ROLAND MONTEMAYOR","PO BOX 3777",,"CASPER","WY","82602","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP SHEARER",1.0000000000000000e+01,1.0000000000000000e+01,4.8000000000000000e+01,9.2000,"hr","CA"
"C-07164-05796","H-2A","07/17/07 16:41:00","Certified - Full","7/28/2007","10/15/2007","E.C. LABOR","2444 PORTICO BLVD",,"CALEXICO","CA","92231","KAREN SCHINDLER","HARVEST WORKER, FRUIT",4.0000000000000000e+01,4.0000000000000000e+01,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07215-06049","H-2A","08/20/07 15:58:00","Certified - Full","9/19/2007","10/30/2007","SIERRA-CASCADE NURSERY, INC","472-715 JOHNSON ROAD",,"SUSANVILLE","CA","96130","JEANNE M. MALITZ, ESQ","FARMWORKER FRUIT II",7.3000000000000000e+02,7.3000000000000000e+02,4.0000000000000000e+01,9.2000,"hr","CA"
"C-06310-03267","H-2A","12/27/06 08:38:00","Certified - Full","1/15/2007","10/31/2007","AFTERMARKET INSURANCE MARKETING INC","26855 CALLE ESCADERA",,"TEMECULA","CA","92590-3334",,"FARM WORKER",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,10.0000,"mth","CA"
"C-06242-02886","H-2A","10/03/06 16:47:00","Certified - Full","11/1/2006","8/31/2007","MOUNTAIN AVENUE BEES, INC.","7178 CASCADE AVENUE",,"HESPERIA","CA","92344","TINA ANDREW","BEE WORKER",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,10.5000,"hr","CA"
"C-07172-05853","H-2A","07/23/07 12:29:00","Denied","10/1/2008","10/1/2009","IN HOME CARE QUALITY SERVICES INC.","5963 LA PLACE COURT","SUITE 114","CARLSBAD","CA","92008",,"CAREGIVER DOMESTIC",1.0000000000000000e+01,,4.0000000000000000e+01,2500.0000,"mth","CA"
"C-07093-05363","H-2A","05/02/07 15:12:00","Certified - Full","6/1/2007","12/28/2007","HARRY SINGH & SONS LLP","P.O. BOX 1850",,"OCEANSIDE","CA","92051","JEANNE MALITZ","FARMWORKER VEGETABLE II",2.3500000000000000e+02,2.3500000000000000e+02,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07079-05245","H-2A","04/17/07 14:50:00","Certified - Full","5/14/2007","11/17/2007","JR CUSTOM HARVESTING CO., INC.","20300 SPENCE ROAD",,"SALINAS","CA","93908","DAX DEASON","FARMWORKER, VEGETABLE II",2.5000000000000000e+02,2.5000000000000000e+02,4.0000000000000000e+01,9.2000,"hr","CA"
"C-07061-05058","H-2A","04/03/07 14:29:00","Certified - Full","5/1/2007","12/28/2007","HARRY SINGH & SONS LLP","P.O. BOX 1850",,"OCEANSIDE","CA","92051","JEANNE MALITZ","FARMWORKER, VEGETABLE II",2.0000000000000000e+02,2.0000000000000000e+02,4.0000000000000000e+01,9.2000,"hr","CA"
"C-06313-03300","H-2A","12/07/06 12:06:00","Certified - Full","1/5/2007","10/31/2007","FLOWERS FARMING CORP","28500 SEAVIEW ROAD",,"CAZADERO","CA","95421","KT LABOR CORP., INC.--TISH SOWARDS","FARMWORKER, FRUIT I",8.0000000000000000e+00,8.0000000000000000e+00,4.0000000000000000e+01,9.5000,"hr","CA"
"C-06276-03041","H-2A","12/04/06 14:24:00","Certified - Full","1/1/2007","11/1/2007","UNITED HONEYBEES, INC.","19017 CLARISSE STREET",,"BAKERSFIELD","CA","93314-7814",,"BEEKEEPER",1.0000000000000000e+01,1.0000000000000000e+01,4.8000000000000000e+01,10.5000,"hr","CA"
"C-07043-04752","H-2A","03/15/07 09:10:00","Certified - Full","4/15/2007","9/10/2007","MAX L. NOLAND FAMILY LTD PARTNERSHIP","3564 F ROAD",,"PALISADE","CO","81526","DAVID DONALDSON (USAMEX LTD CO.)","FARMWORKER FRUIT I",1.7000000000000000e+01,1.7000000000000000e+01,4.0000000000000000e+01,8.3700,"hr","CO"
"C-06354-03852","H-2A","12/29/06 11:19:00","Certified - Full","2/1/2007","11/1/2007","SADDLE POCKET RANCH/FRANCE BICK MARSH","13422 NORTH COUNTY ROAD 15",,"WELLINGTON","CO","80549",,"FARMWORKER LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,4.0000000000000000e+01,875.0000,"mth","CO"
"C-07078-05220","H-2A","03/30/07 12:53:00","Certified - Full","5/1/2007","11/15/2007","POWELL 4A RANCH, .LLC","15672 US HWY 64",,"RANGELY","CO","81648",,"FARMWORKER, LIVESTOCK",2.0000000000000000e+00,2.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","CO"
"C-07173-05858","H-2A","08/31/07 12:34:00","Certified - Full","10/1/2007","5/15/2008","CURTIS CHERRY RANCH","P.O.BOX 1107","2053 COUNTY ROAD 15","MEEKER","CO","81641",,"FARM WORKER, LIVESTOCK",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,1750.0000,"mth","CO"
"C-07011-04192","H-2A","01/30/07 09:34:00","Certified - Full","3/1/2007","11/30/2007","JOHN HALANDRAS/HALANDRAS RANCH","PO BOX 1006",,"MEEKER","CO","81641","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER, LIVESTOCK",3.0000000000000000e+00,3.0000000000000000e+00,6.0000000000000000e+01,875.0000,"mth","CO"
"C-06346-03706","H-2A","01/04/07 12:30:00","Certified - Full","2/1/2007","11/1/2007","CHARLES DAVIDSON, DAVIDSON YELLOW JACKET RANCH","3525 MURELL RD",,"ROCKLEDGE","FL","32955","MOUNTAIN PLAINS AGRICULTURAL SERVICE","FARMWORKER LIVESTOCK",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,875.0000,"mth","CO"
"C-07030-04571","H-2A","02/13/07 13:48:00","Certified - Full","3/15/2007","12/15/2007","STEELE LIVESTOCK","62207 US HIGHWAY 40","PO BOX 115","MAYBELL","CO","81640",,"FARMWORKER GENERAL I",2.0000000000000000e+00,2.0000000000000000e+00,4.0000000000000000e+01,875.0000,"mth","CO"
"C-07024-04464","H-2A","02/23/07 16:29:00","Certified - Full","3/25/2007","11/30/2007","WESTERN STATE RANCHES","4129 W. CHEYENNE AVENUE",,"NORTH LAS VEGAS","NV","89032","JOCELYN CAMPANARO","COW PUNCHER",1.0000000000000000e+00,1.0000000000000000e+00,4.0000000000000000e+01,10.5000,"hr","CO"
"C-07129-05604","H-2A","06/15/07 16:54:00","Certified - Full","6/30/2007","11/30/2007","G.H DANIELS III & ASSOCIATES, INC.","12775 HWY 6",,"GYPSUM","CO","81637","CHRIS POOLEY","HORTICULTURAL WORKER II",2.5000000000000000e+01,2.5000000000000000e+01,4.0000000000000000e+01,8.6400,"hr","CO"
"C-07228-06090","H-2A","08/31/07 09:05:00","Certified - Full","10/1/2007","9/30/2008","JOHN SMITH/L.R. SMITH SHEEP CO.","PO BOX 3777",,"CASPER","WY","82602","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",1.3000000000000000e+01,1.3000000000000000e+01,6.0000000000000000e+01,750.0000,"mth","CO"
"C-06346-03726","H-2A","01/04/07 12:18:00","Certified - Full","2/1/2007","1/31/2008","HALBERT TUTTLE, TUTTLE LAND & LIVESTOCK","PO BOX 1046",,"CRAIG","CO","81626","MOUNTAIN PLAINS AGRICULTURAL SERVICE","SHEEP HERDER",6.0000000000000000e+00,6.0000000000000000e+00,4.0000000000000000e+01,750.0000,"mth","CO"
"C-07220-06064","H-2A","09/17/07 11:21:00","Certified - Full","10/17/2007","10/16/2008","JOHN PEROULIS & SONS","1600 EAST HIGHWAY 40","SUITE A P.O.BOX 1015","CRAIG","CO","81626",,"SHEEPHERDER",2.0000000000000000e+01,2.0000000000000000e+01,6.0000000000000000e+01,750.0000,"mth","CO"
"C-07173-05862","H-2A","07/16/07 14:26:00","Certified - Full","8/15/2007","7/14/2008","SEELY RANCH","1826 HIGHWAY 394",,"CRAIG","CO","81625",,"SHEEP HERDER",1.0000000000000000e+00,1.0000000000000000e+00,6.0000000000000000e+01,750.0000,"mth","CO"
